,Article_ID,Unnamed: 0.1,Unnamed: 0,name,orcid,doi,title,date,journal,filename,correct_doi,length,contains_doi,path
3750,4844967028235799514,484,487,Marcin Tomasz Rzeszutek,https://orcid.org/0000-0002-4230-3806,empty,Od  homo oeconomicus do homo realis :  o pożytkach płynących z większego otwarcia  się ekonomii na psychologię,2018,Studia i Prace Kolegium Zarządzania i Finansów,Marcin_Tomasz_Rzeszutek_25,False,222.0,False,D:\data\ranking\pdfs\v1-1\4844967028235799514.pdf
3751,4873956972589758699,29,29,Halina Grzymała-Moszczyńska,https://orcid.org/0000-0003-2751-3204,empty,Psychological and educational counseling centers in the face of children and adolescents immigrating back to Poland,2017,Psychologia Wychowawcza,Halina_Grzymała-Moszczyńska_6,False,15.0,True,D:\data\ranking\pdfs\v1-1\4873956972589758699.pdf
3756,5024799173090781290,197,197,Monika Kwiek,https://orcid.org/0000-0003-0379-7484,empty,Teoria historii życia : prezentacja koncepcji oraz jej implikacji dla praktyki wychowawczej,2018,Erudito et Ars,Monika_Kwiek_2,False,8.0,False,D:\data\ranking\pdfs\v1-1\5024799173090781290.pdf
3766,5258357904381440736,15,15,Maria Finogenow,https://orcid.org/0000-0002-0358-4465,empty,"Cognitive behavioural therapy for insomnia and possibilities of its use among the elderly,Terapia poznawczo-behawioralna bezsennosci i mozliwosci jej zastosowania u osób starszych",2017,Psychoterapia,Maria_Finogenow_1,False,13.0,False,D:\data\ranking\pdfs\v1-1\5258357904381440736.pdf
3768,5273625464598058936,145,145,Jacek Marcin Buczny,https://orcid.org/0000-0002-4932-196X,empty,The Work Craving Scale (WCS): A Validity and Reliability Analysis,2019,Przegląd Psychologiczny,Jacek_Marcin_Buczny_8,False,15.0,False,D:\data\ranking\pdfs\v1-1\5273625464598058936.pdf
3769,533279479835837872,25,25,Iwona Lidia Janicka,https://orcid.org/0000-0002-1408-5354,empty,Satysfakcja seksualna i jej znaczenie w bliskich zwiazkach emocjonalnych,2020-12,"Polskie Forum Psychologiczne, 4, 389-405",Iwona_Lidia_Janicka_5,False,17.0,True,D:\data\ranking\pdfs\v1-1\533279479835837872.pdf
3773,5483311756101900414,175,175,Kinga Stefania Lachowicz-Tabaczek,https://orcid.org/0000-0002-4366-5550,empty,"Jak studenci udzielają sobie informacji zwrotnych, współpracując w zespole? Rola długości perspektywy współpracy i poziomu narcyzmu członków zespołu.",2018,"Teraźniejszość, Człowiek, Edukacja",Kinga_Stefania_Lachowicz-Tabaczek_4,False,14.0,False,D:\data\ranking\pdfs\v1-1\5483311756101900414.pdf
3774,5541854470143649659,149,149,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,empty,Skala Spontanicznósć-Reaktywnósć (S-RS): podstawowe założenia i badania,2017,Polskie Forum Psychologiczne,Paweł_Kleka_34,False,23.0,True,D:\data\ranking\pdfs\v1-1\5541854470143649659.pdf
3775,5543237683982131863,393,393,Justyna Śniecińska,https://orcid.org/0000-0001-7821-2108,empty,Poziom samooceny ucznia a indywidualizacja procesu nauczania,2018,Polish Journal of Applied Psychology,Justyna_Śniecińska_2,False,80.0,False,D:\data\ranking\pdfs\v1-1\5543237683982131863.pdf
3777,5543529214708070414,41,41,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,empty,"Tools for the assessment of executive functions in patients suffering from schizophrenia,Narzedzia do oceny funkcji wykonawczych u pacjentów chorujacych na schizofrenie",2018,Psychiatria,Jacek_Janusz_Gierus_17,False,6.0,False,D:\data\ranking\pdfs\v1-1\5543529214708070414.pdf
3778,5566957320276579273,90,90,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,empty,Zaangażowanie w pracę i przywiązanie do organizacji - analiza międzypokoleniowa i międzypłciowa.,2018,Zarządzanie Zasobami Ludzkimi (Human Resources Management),Agnieszka_Marta_Lipińska-Grobelny_12,False,17.0,False,D:\data\ranking\pdfs\v1-1\5566957320276579273.pdf
3779,560838582687195616,41,41,Dorota Anna Jasielska,https://orcid.org/0000-0002-3504-6004,empty,Wellbeing and sense of coherence among female offenders and non-offenders: the importance of education,2020-12,Prison Journal,Dorota_Anna_Jasielska_3,False,17.0,True,D:\data\ranking\pdfs\v1-1\560838582687195616.pdf
3785,5684565442022715693,60,60,Ewelina Okoniewska,https://orcid.org/0000-0003-2695-5457,empty,Wspomaganie rozwoju człowieka w procesie rekrutacji a sytuacja rodzinna poszukującego pracy. ,2019-12-14,Annales Universitatis Pedagicaoe Cracoviense,Ewelina_Okoniewska_2,False,1.0,False,D:\data\ranking\pdfs\v1-1\5684565442022715693.pdf
3786,5720293110317673679,96,96,HANNA PRZYBYŁA-BASISTA,https://orcid.org/0000-0001-6839-7305,empty,Fascynacja dzieci Internetem a monitorowanie ich aktywności online,2018,"Zeszyty Naukowe Politechniki Śl., Organizacja i Zarządzanie. [Scientific Papers of Silesian University of Technolgy. Organization and Management Series]",HANNA_PRZYBYŁA-BASISTA_11,False,18.0,False,D:\data\ranking\pdfs\v1-1\5720293110317673679.pdf
3789,5765344587926861692,246,246,Andrzej Pankalla,https://orcid.org/0000-0002-9138-6185,empty,Doświadczenie rodzicielstwa w warunkach transkulturowych – wyniki badań metodą IPA (Londyn). ,2018,Studia z Teorii Wychowania,Andrzej_Pankalla_4,False,18.0,False,D:\data\ranking\pdfs\v1-1\5765344587926861692.pdf
3792,5853370453697523548,248,248,Andrzej Pankalla,https://orcid.org/0000-0002-9138-6185,empty,Re-wizja i re-autoryzacja psychologii. Ekspedycja na peryferie – od myśli krytycznej ku psychologii realnej. ,2018,Czasopismo Psychologiczne – Psychological Journal,Andrzej_Pankalla_6,False,16.0,True,D:\data\ranking\pdfs\v1-1\5853370453697523548.pdf
3793,5884129635949712743,14,14,Paulina Anikiej - Wiczenbach,https://orcid.org/0000-0002-7090-211X,empty,Empathic parenting - dimensions of empathy and attachment as predictors of the responsiveness of mothers and fathers towards toddlers/infants ,unrecovered,Przegląd Psychologiczny,Paulina_Anikiej_-_Wiczenbach_13,False,176.0,False,D:\data\ranking\pdfs\v1-1\5884129635949712743.pdf
3795,6005195628320591623,225,225,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,empty,„Podróżą każda miłość jest.” Akceptacja metafor miłości przez kobiety w kontekście twórczości emocjonalnej- doniesienie wstępne,2018,"Annales Universitatis Mariae Curie-Skłodowska. Sectio J, Paedagogia-Psychologia",Aleksandra_Parobkiewicz-Jasielska_20,False,21.0,False,D:\data\ranking\pdfs\v1-1\6005195628320591623.pdf
3800,6220620799015886398,17,17,Mateusz Adam Hauk,https://orcid.org/0000-0003-1202-9022,empty,Projektowanie pracy – potrzeba redefinicji podejścia do problematyki „work – design”,2020,Bezpieczeństwo Pracy – Nauka i Praktyka,Mateusz_Adam_Hauk_2,False,6.0,True,D:\data\ranking\pdfs\v1-1\6220620799015886398.pdf
3801,6228180263187836834,32,32,Joanna Dymecka,https://orcid.org/0000-0002-7092-3017,empty,Fear of COVID-19 as a buffer in the relationship between perceived stress and life satisfaction in the Polish population at the beginning of the global pandemic,2021-02-09,Health Psychology Report,Joanna_Dymecka_3,False,11.0,True,D:\data\ranking\pdfs\v1-1\6228180263187836834.pdf
3802,6243726129878473735,143,143,Dorota Mącik,https://orcid.org/0000-0001-5015-1059,empty,Rodzaj samoregulacji w zależnósci od płci i temperamentu u osób we wczesnej dorosłósci,2018,"Annales Universitatis Mariae Curie-Skłodowska, sectio J--Paedagogia-Psychologia",Dorota_Mącik_11,False,15.0,False,D:\data\ranking\pdfs\v1-1\6243726129878473735.pdf
3806,6303760569161478483,126,126,Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,empty,Working Memory Training for Older Participants: A Control Group Training Regimen and Initial Intellectual Functioning Assessment.,2020,Journal of Visualized Experiments: Jove,Aneta_Brzezicka_10,False,14.0,False,D:\data\ranking\pdfs\v1-1\6303760569161478483.pdf
3808,6331790802813550188,182,182,Barbara Zmaczyńska-Witek,https://orcid.org/0000-0001-5472-2576,empty,Selected personality dimensions and occupational burnout in the group of professional and volunteer firefighters,2021-09-03,Medycyna Pracy,Barbara_Zmaczyńska-Witek_3,False,11.0,True,D:\data\ranking\pdfs\v1-1\6331790802813550188.pdf
3809,6344489064098602491,93,93,Katarzyna Hamer-Den Heyer,https://orcid.org/0000-0003-1964-7763 ,empty,"Multiple social identifications and their relation to life satisfaction, physical well-being, and feeling of discrimination in the cross-cultural context",2017,Fides et Ratio,Katarzyna_Hamer-Den_Heyer_9,False,23.0,False,D:\data\ranking\pdfs\v1-1\6344489064098602491.pdf
3811,6491268666726197905,184,184,Natalia Nowaczyk,https://orcid.org/0000-0002-2373-0386,empty,Frontal and callosal white matter changes and their potential effects on neurocognitive functioning in alcohol addicts: A meta-analysis.,unrecovered,Acta Neuropsychologica,Natalia_Nowaczyk_6,False,17.0,False,D:\data\ranking\pdfs\v1-1\6491268666726197905.pdf
3813,6701982040618029609,29,29,SYLWIA NATALIA MICHAŁOWSKA,https://orcid.org/0000-0003-4504-910X,empty,Components of the psychosocial functioning of carriers of BRCA1 and/or BRCA2 gene mutations,2018-11,Psychiatria,SYLWIA_NATALIA_MICHAŁOWSKA_5,False,5.0,True,D:\data\ranking\pdfs\v1-1\6701982040618029609.pdf
3819,6941449657461205462,24,24,Iwona Lidia Janicka,https://orcid.org/0000-0002-1408-5354,empty,Zaangażowanie małżeńskie partnerów religijnych. ,2021,"Kwartalnik Naukowy Fides et Ratio,1, 66-79.",Iwona_Lidia_Janicka_4,False,14.0,True,D:\data\ranking\pdfs\v1-1\6941449657461205462.pdf
3820,709589710446586980,68,68,Tatiana Senko,https://orcid.org/0000-0002-1240-2571,empty, Współczesny model  przygotowania specjalistów wyzszych edukacyjnych  zakładów,2019-09-27,"Психология человека в образовании. Т. 1, № 3",Tatiana_Senko_1,False,10.0,True,D:\data\ranking\pdfs\v1-1\709589710446586980.pdf
3822,7209956709039207814,84,84,Mieczysław Plopa,https://orcid.org/0000-0002-5278-149X,empty,Cohabitation or marriage? Psychosocial perspective,unrecovered,,Mieczysław_Plopa_8,False,17.0,True,D:\data\ranking\pdfs\v1-1\7209956709039207814.pdf
3824,7251337053295196733,418,418,Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,empty,Collective narcissism in the 2016 Presidential election,2018,,Agnieszka_Monika_Golec_11,False,12.0,True,D:\data\ranking\pdfs\v1-1\7251337053295196733.pdf
3827,7333980784044636537,162,162,Hanna Wanda Brycz,https://orcid.org/0000-0001-7003-9793,empty,Effect of the depletion of self-control strength on the self- regulation of nutritional process in obese individuals,2017,"Baltic Journal  of Health and Physical Activity, 9 (2), pp 64-72",Hanna_Wanda_Brycz_17,False,11.0,False,D:\data\ranking\pdfs\v1-1\7333980784044636537.pdf
3829,7377769524159211331,450,450,Piotr Krzysztof Walecki,https://orcid.org/0000-0002-5544-2514,empty,Decrease selected graphomotor skills in early stages of Alzheimer's dementia.,2017,Eur. Psychiatry,Piotr_Krzysztof_Walecki_8,False,2.0,True,D:\data\ranking\pdfs\v1-1\7377769524159211331.pdf
3831,7476559474793465604,74,74,Sławomir Adam Postek,https://orcid.org/0000-0001-9743-8946,empty,"From metaphorical information overflow and overload to real stress: theoretical background, empirical findings and applications",2017,European Management Journal,Sławomir_Adam_Postek_1,False,9.0,True,D:\data\ranking\pdfs\v1-1\7476559474793465604.pdf
3832,7497891903432937518,525,525,Anna Maria Zawadzka,https://orcid.org/0000-0003-1350-3881,empty,"Consumerism at work and its relationship to employees’ life aspirations, self-concept clarity, well-being and growth mindset. ",2020,Health Psychology Report,Anna_Maria_Zawadzka_2,False,14.0,True,D:\data\ranking\pdfs\v1-1\7497891903432937518.pdf
3834,7517743097361558152,545,548,Rafał Piotr Styła,https://orcid.org/0000-0002-3792-8473,empty,"Who and how conducts psychotherapy in Poland. Part II. Results from a nationwide survey,Kto i w jaki sposób prowadzi psychoterapie w Polsce. Czesc II. Wyniki ogólnopolskiego badania",2017,Psychiatria,Rafał_Piotr_Styła_6,False,11.0,True,D:\data\ranking\pdfs\v1-1\7517743097361558152.pdf
3835,7526865343748024152,72,72,Tatiana Senko,https://orcid.org/0000-0002-1240-2571,empty,Charakterystyka zachowań osobowościowych pomiędzy ojcem a dziećmi w rodzinie ,2018-06-16,"Psychologiczne Zeszyty Naukowe, nr 1",Tatiana_Senko_5,False,230.0,False,D:\data\ranking\pdfs\v1-1\7526865343748024152.pdf
3836,7540762504252428988,144,144,Dorota Mącik,https://orcid.org/0000-0001-5015-1059,empty,Rola postaw rodzicielskich w kształtowaniu wczesnych nieadaptacyjnych schematów. Badania populacji nieklinicznej,2018,,Dorota_Mącik_12,False,15.0,True,D:\data\ranking\pdfs\v1-1\7540762504252428988.pdf
3843,7767487396465597449,94,94,Katarzyna Danuta Durniat,https://orcid.org/0000-0002-4830-5044,empty,The Experience and Acceptance of Mobbing and Negative Workplace Behaviours in Poland and Spain – Comparative Study Results.,2017,Przedsiębiorczość i Zarządzanie,Katarzyna_Danuta_Durniat_8,False,20.0,False,D:\data\ranking\pdfs\v1-1\7767487396465597449.pdf
3846,7856750526515606812,40,40,Krzysztof Kwapis,https://orcid.org/0000-0002-0359-6386,empty,"The quality of life , meaning in life , positive orientation to life and gratitude of Catholic seminarians in Poland : A comparative analysis",2021,Archive for the Psychology of Religion,Krzysztof_Kwapis_2,False,17.0,True,D:\data\ranking\pdfs\v1-1\7856750526515606812.pdf
3851,7997990721384645846,129,129,Grzegorz Pajestka,https://orcid.org/0000-0002-5520-0347,empty,Test R-W jako trafne narzędzie wykorzystywane w badaniach przesiewowych z zakresu psychologii pracy. ,2018,Czasopismo psychologiczne. Psychological Journal.,Grzegorz_Pajestka_4,False,11.0,True,D:\data\ranking\pdfs\v1-1\7997990721384645846.pdf
3852,8000685534906109994,219,219,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,empty,Habitual worry as a factor sustaining depressive symptoms in patients with rheumatoid arthritis,2018,Przegląd Psychologiczny,Aleksandra_Parobkiewicz-Jasielska_14,False,13.0,False,D:\data\ranking\pdfs\v1-1\8000685534906109994.pdf
3853,8049263846322602941,11,11,Aleksandra Izabela Arciszewska-Leszczuk,https://orcid.org/0000-0002-1762-3963,empty,"Attitudes of croatian and polish elementary school teachers towards inclusive education of children with disabilities,Stavovi hrvatskih i poljskih učitelja primarnog obrazovanja prema inkluzivnom obrazovanju djece s teškoćAMA",2017,Hrvatska Revija Za Rehabilitacijska Istrazivanja,Aleksandra_Izabela_Arciszewska-Leszczuk_12,False,1.0,False,D:\data\ranking\pdfs\v1-1\8049263846322602941.pdf
3854,8057369340759512428,565,568,Anna Dorota Szuster-Kowalewicz,https://orcid.org/0000-0001-5362-0076,empty,Jak skutecznie ograniczyć cyberprzemoc rówieśniczą? – o efektywności metod aktywizujących kompetencje społeczne ze szczególnym uwzględnieniem empatii.,2018,"Dziecko krzywdzone. Teoria, badania, praktyka.",Anna_Dorota_Szuster-Kowalewicz_6,False,28.0,False,D:\data\ranking\pdfs\v1-1\8057369340759512428.pdf
3857,8156542028562889688,591,594,Piotr Paweł Tomaszewski,https://orcid.org/0000-0002-4083-067X,empty,Percepcja audyzmu w polskiej społeczności głuchych,2019,SOCIETAS/COMMUNITAS,Piotr_Paweł_Tomaszewski_3,False,32.0,False,D:\data\ranking\pdfs\v1-1\8156542028562889688.pdf
3859,820743743861023226,207,207,Kamila Madeja-Bień,https://orcid.org/0000-0003-1118-0871,empty,To Comply or Not To Comply: Social Exclusion Increases Compliance in Cyberball but Only With the Non-Rejecters,2020-01-21,Forum Oświatowe,Kamila_Madeja-Bień_1,False,11.0,True,D:\data\ranking\pdfs\v1-1\820743743861023226.pdf
3862,8431772264786504470,517,517,Tamara Zofia Walczak-Kozłowska,https://orcid.org/0000-0002-9781-7281,empty,The intensity of anxiety and symptoms of post-traumatic stress disorder in mothers and the cognitive development of their prematurely born children,2017,Developmental period medicine,Tamara_Zofia_Walczak-Kozłowska_14,False,9.0,True,D:\data\ranking\pdfs\v1-1\8431772264786504470.pdf
3863,844683500838792797,42,42,Beata Łubianka,https://orcid.org/0000-0003-3255-7260,empty,Aktywizacja zawodowa i społeczna osób niepełnosprawnych na współczesnym rynku pracy – zakłady aktywności zawodowej,2019,Przegląd Prawa Administracyjnego,Beata_Łubianka_7,False,17.0,True,D:\data\ranking\pdfs\v1-1\844683500838792797.pdf
3868,8634202560726617069,236,236,Robert Poklek,https://orcid.org/0000-0002-4727-8806,empty,Wykorzystanie monitoringu wizyjnego w zapobieganiu samobójstwom więźniów w kontekście odpowiedzialności funkcjonariuszy pełniących służbę na stanowisku „monitorowego”,2021-02,Ochrona i Bezpieczeństwo,Robert_Poklek_1,False,9.0,True,D:\data\ranking\pdfs\v1-1\8634202560726617069.pdf
3873,8681877920823275447,877,877,Krystyna Janina Skarżyńska,https://orcid.org/0000-0003-1327-6850,empty,Parent - child relationships and adults worldviews ,2020-12,Journal of Counsellogy,Krystyna_Janina_Skarżyńska_1,False,564.0,False,D:\data\ranking\pdfs\v1-1\8681877920823275447.pdf
3874,8723023703182718234,831,831,Katarzyna Maria Sanna,https://orcid.org/0000-0002-1903-1830,empty,Development of the cancer-patient social support questionnaire: reliability and validity,2019-03-22,Psychiatria,Katarzyna_Maria_Sanna_1,False,19.0,False,D:\data\ranking\pdfs\v1-1\8723023703182718234.pdf
3879,8915704270928931259,38,38,Beata Grażyna Hintze,https://orcid.org/0000-0003-1899-2143,empty,"Does hyponatraemia influence visual memory and executive functions in schizophrenia psychosis? Review and selective preliminary report,Czy hiponatremia wpływa na pamięć wzrokową i funkcje wykonawcze u chorych z psychozą schizofreniczną? Przegląd piśmiennictwa oraz wybrane wyniki badań własnych",2017,Psychiatria,Beata_Grażyna_Hintze_3,False,11.0,False,D:\data\ranking\pdfs\v1-1\8915704270928931259.pdf
3880,891937213491204871,64,64,Ewelina Okoniewska,https://orcid.org/0000-0003-2695-5457,empty,Psychologiczna decyzja podejmowania pracy poniżej swoich kwalifikacji w kontekscie wykorzystania zasobów ludzkich,2019-02-06,Humanizacja Pracy,Ewelina_Okoniewska_6,False,22.0,True,D:\data\ranking\pdfs\v1-1\891937213491204871.pdf
3882,8958393013810777365,509,512,Katarzyna Sekścińska,https://orcid.org/0000-0002-6641-6506,empty,Individual differences in time perspectives and risky financial choices.,2018,Personality and Individual Differences,Katarzyna_Sekścińska_10,False,3.0,True,D:\data\ranking\pdfs\v1-1\8958393013810777365.pdf
3888,9134556697127177437,228,228,Ewa Wojtynkiewicz,https://orcid.org/0000-0002-5419-8695,empty,Uzależnienie od alkoholu w świetle teorii psychodynamicznych. Cz. 1. Przegląd teorii klasycznych,2018,Psychoterapia,Ewa_Wojtynkiewicz_6,False,10.0,False,D:\data\ranking\pdfs\v1-1\9134556697127177437.pdf
3890,9195716564291737818,152,152,Dorota Mącik,https://orcid.org/0000-0001-5015-1059,empty,Wczesne nieadaptacyjne schematy i motywacja osiągnięć a poczucie nasilenia stresu u kobiet i mężczyzn,2017,Studia Psychologica: Theoria et praxis,Dorota_Mącik_20,False,20.0,True,D:\data\ranking\pdfs\v1-1\9195716564291737818.pdf
3893,983402305525481163,164,164,Radosław Bartosz Walczak,https://orcid.org/0000-0001-6787-7673,empty,Zaspokojenie podstawowych potrzeb psychologicznych jako mediator między podstawowym samowartościowaniem a zadowoleniem zawodowym,2018,Czasopismo Psychologiczne - Psychological Journal,Radosław_Bartosz_Walczak_7,False,10.0,True,D:\data\ranking\pdfs\v1-1\983402305525481163.pdf
