name,orcid,link,title,date,journal,id
Magdalena Linke-Jankowska,https://orcid.org/0000-0001-5514-9863,https://doi.org/10.1080/09602011.2017.1317641,Effects of cognitive remediation therapy versus other interventions on cognitive functioning in schizophrenia inpatients.,2017-05,Neuropsychological rehabilitation,Magdalena_Linke-Jankowska_5
Katarzyna Ewa Lubiewska,https://orcid.org/0000-0002-4319-7953,https://doi.org/10.1177/0265407519860594,Attachment categories or dimensions: The Adult Attachment Scale across three generations in Poland,2020-01,Journal of Social and Personal Relationships,Katarzyna_Ewa_Lubiewska_1
Katarzyna Ewa Lubiewska,https://orcid.org/0000-0002-4319-7953,https://doi.org/10.1016/j.adolescence.2017.12.011,Culture beats gender? The importance of controlling for identity- and parenting-related risk factors in adolescent psychopathology,2018,Journal of Adolescence,Katarzyna_Ewa_Lubiewska_2
Katarzyna Ewa Lubiewska,https://orcid.org/0000-0002-4319-7953,https://doi.org/10.13109/prkk.2018.67.7.639,"Identity Development, Family Relations, and Symptomatology in Adolescents from Seven Countries,Identitätsentwicklung, Familienbeziehungen und Symptombelastung bei Jugendlichen aus sieben Ländern",2018,Praxis der Kinderpsychologie und Kinderpsychiatrie,Katarzyna_Ewa_Lubiewska_3
Katarzyna Ewa Lubiewska,https://orcid.org/0000-0002-4319-7953,https://doi.org/10.1111/sode.12297,Relations between parenting and adolescent's attachment in families differing in solidarity patterns,2018,Social Development,Katarzyna_Ewa_Lubiewska_4
Paweł Łowicki,https://orcid.org/0000-0001-6012-6287,https://doi.org/10.1037/rel0000299,Religiousness is associated with higher empathic concern—Evidence from self- and other-ratings.,2021-05-12,Psychology of Religion and Spirituality,Paweł_Łowicki_1
Paweł Łowicki,https://orcid.org/0000-0001-6012-6287,https://doi.org/10.1007/s10943-019-00953-0,"The Interplay Between Cognitive Intelligence, Ability Emotional Intelligence, and Religiosity",2020-10-20,Journal of Religion and Health,Paweł_Łowicki_2
Paweł Łowicki,https://orcid.org/0000-0001-6012-6287,https://doi.org/10.1016/j.paid.2020.109976,"It's the heart that matters: The relationships among cognitive mentalizing ability, emotional empathy, and religiosity",2020-07,Personality and Individual Differences,Paweł_Łowicki_3
Paweł Łowicki,https://orcid.org/0000-0001-6012-6287,https://doi.org/10.1080/10508619.2019.1672486,Empathy and Exposure to Credible Religious Acts during Childhood Independently Predict Religiosity,2020-04-02,The International Journal for the Psychology of Religion,Paweł_Łowicki_4
Paweł Łowicki,https://orcid.org/0000-0001-6012-6287,https://doi.org/10.1016/j.paid.2018.06.001,Time to believe: Disentangling the complex associations between time perspective and religiosity,2018,Personality and Individual Differences,Paweł_Łowicki_5
Paweł Łowicki,https://orcid.org/0000-0001-6012-6287,https://doi.org/10.1007/s10943-016-0335-3,Divine Emotions: On the Link Between Emotional Intelligence and Religious Belief,2017,Journal of Religion and Health,Paweł_Łowicki_6
Paweł Łowicki,https://orcid.org/0000-0001-6012-6287,https://doi.org/10.1016/j.paid.2016.02.012,"No empathy for people nor for God: The relationship between the Dark Triad, religiosity and empathy",2017,Personality and Individual Differences,Paweł_Łowicki_7
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1007/s00429-021-02255-2,Neural patterns of word processing differ in children with dyslexia and isolated spelling deficit,2021,Brain Structure and Function,Magdalena_Ewa_Łuniewska-Etenkowska_1
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1016/j.learninstruc.2021.101576,The effect of inter-letter spacing on reading performance and eye movements in typically reading and dyslexic children,2021,Learning and Instruction,Magdalena_Ewa_Łuniewska-Etenkowska_2
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1037/abn0000668,Separating the influences of late talking and dyslexia on brain structure.,2021-04,Journal of Abnormal Psychology,Magdalena_Ewa_Łuniewska-Etenkowska_3
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1016/j.neuroimage.2020.117503,The brain signature of emerging reading in two contrasting languages,2021-01,NeuroImage,Magdalena_Ewa_Łuniewska-Etenkowska_4
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.5114/jos.2019.91234,The impact of mouthguards usage on aerobic capacity of athletes,2019,Journal of Stomatology,Magdalena_Ewa_Łuniewska-Etenkowska_5
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.3389/fnins.2019.01287,Children With Dyslexia and Familial Risk for Dyslexia Present Atypical Development of the Neuronal Phonological Network,2019-11-29,Frontiers in Neuroscience,Magdalena_Ewa_Łuniewska-Etenkowska_6
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1016/j.jaac.2018.11.007,Reading Acquisition in Children: Developmental Processes and Dyslexia-Specific Effects,2019-10,Journal of the American Academy of Child & Adolescent Psychiatry,Magdalena_Ewa_Łuniewska-Etenkowska_7
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1016/j.dcn.2019.100683,Reading and spelling skills are differentially related to phonological processing: Behavioral and fMRI study,2019-10,Developmental Cognitive Neuroscience,Magdalena_Ewa_Łuniewska-Etenkowska_8
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1371/journal.pone.0220611,"Age of acquisition of 299 words in seven languages: American English, Czech, Gaelic, Lebanese Arabic, Malay, Persian and Western Armenian",2019-08-08,PLOS ONE,Magdalena_Ewa_Łuniewska-Etenkowska_9
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1177/1367006917733067,Picture-based vocabulary assessment versus parental questionnaires: A cross-linguistic study of bilingual assessment methods,2019-04,International Journal of Bilingualism,Magdalena_Ewa_Łuniewska-Etenkowska_10
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.5604/01.3001.0011.6804,"Analysis of factors determining athletes’ choice of the type of mouthguard,Analiza kryteriów warunkujących wybór przez sportowców ochraniaczy wewnątrzustnych",2018,Protetyka Stomatologiczna,Magdalena_Ewa_Łuniewska-Etenkowska_11
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.5604/01.3001.0011.8258,"Evaluation of the impact of mouthpieces of breathing apparatus used during diving on the stomatognathic system,Ocena wpływu na układ stomatognatyczny ustników aparatów tlenowych stosowanych podczas nurkowania",2018,Journal of Stomatology,Magdalena_Ewa_Łuniewska-Etenkowska_12
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1111/jcpp.12774,Prereader to beginning reader: changes induced by reading acquisition in print and speech brain networks,2018,Journal of Child Psychology and Psychiatry and Allied Disciplines,Magdalena_Ewa_Łuniewska-Etenkowska_13
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.3389/fnhum.2018.00393,Letter and Speech Sound Association in Emerging Readers With Familial Risk of Dyslexia,2018-10-02,Frontiers in Human Neuroscience,Magdalena_Ewa_Łuniewska-Etenkowska_14
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1177/0265659018780958,Using parental questionnaires to investigate the heritage language proficiency of bilingual children,2018-06,Child Language Teaching and Therapy,Magdalena_Ewa_Łuniewska-Etenkowska_15
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1038/s41598-017-18878-7,Neither action nor phonological video games make dyslexic children read better,2018-01-11,Scientific Reports,Magdalena_Ewa_Łuniewska-Etenkowska_16
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.5277/abb-00196-2014-05,A comparison of impact force reduction by polymer materials used for mouthguard fabrication,2017,Acta of Bioengineering and Biomechanics,Magdalena_Ewa_Łuniewska-Etenkowska_17
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.5604/00331783.1238046,"Assessment of intraoral mouthguards: Usage and hygiene issues,Ocena użytkowania i utrzymywania higieny elastycznych ochraniaczy wewnątrzustnych",2017,Protetyka Stomatologiczna,Magdalena_Ewa_Łuniewska-Etenkowska_18
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1080/02699206.2017.1308553,Noun and verb knowledge in monolingual preschool children across 17 languages: Data from Cross-linguistic Lexical Tasks (LITMUS-CLT),2017,Clinical linguistics &amp; phonetics,Magdalena_Ewa_Łuniewska-Etenkowska_20
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1080/02699206.2017.1310930,The effects of bilingual status on lexical comprehension and production in Maltese five-year-old children: A LITMUS-CLT study,2017,Clinical Linguistics and Phonetics,Magdalena_Ewa_Łuniewska-Etenkowska_21
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1080/13670050.2016.1179259,The impact of a first-generation immigrant environment on the heritage language: productive vocabularies of Polish toddlers living in the UK and Ireland,2017,International Journal of Bilingual Education and Bilingualism,Magdalena_Ewa_Łuniewska-Etenkowska_22
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.1080/02699206.2017.1307455,Validating the psycholinguistic aspects of LITMUS-CLT: Evidence from Polish and Norwegian,2017,Clinical Linguistics and Phonetics,Magdalena_Ewa_Łuniewska-Etenkowska_23
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.3389/fpsyg.2017.01444,How Does L1 and L2 Exposure Impact L1 Performance in Bilingual Children? Evidence from Polish-English Migrants to the United Kingdom,2017-09-04,Frontiers in Psychology,Magdalena_Ewa_Łuniewska-Etenkowska_24
Magdalena Ewa Łuniewska-Etenkowska,https://orcid.org/0000-0001-5504-9766,https://doi.org/10.3389/fpsyg.2017.01358,Home Language Will Not Take Care of Itself: Vocabulary Knowledge in Trilingual Children in the United Kingdom,2017-08-10,Frontiers in Psychology,Magdalena_Ewa_Łuniewska-Etenkowska_25
Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1016/j.jrp.2021.104123,Narcissus locked in the past: Vulnerable narcissism and the negative views of the past,2021-08,Journal of Research in Personality,Oliwia_Maciantowicz_1
Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1177/0032885520978474, Wellbeing and Sense of Coherence Among Female Offenders and Non-Offenders: The Importance of Education,2020,The Prison Journal,Oliwia_Maciantowicz_2
Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1007/s12144-018-9866-y,"Is narcissistic anger fueled by neuroticism? the relationship between grandiose and vulnerable narcissism, neuroticism, and trait anger",2020,Current Psychology,Oliwia_Maciantowicz_3
Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1002/ejsp.2638,Too great to act in solidarity: The negative relationship between collective narcissism and solidarity‐based collective action,2020-04,European Journal of Social Psychology,Oliwia_Maciantowicz_4
Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1080/15298868.2020.1751694,Emotional experiences in vulnerable and grandiose narcissism: Anger and mood in neutral and anger evoking situations,2020-04-24,Self and Identity,Oliwia_Maciantowicz_5
Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1007/s12144-019-00504-6,The relationship of narcissism with tendency to react with anger and hostility: The roles of neuroticism and emotion regulation ability,2019-11-08,Current Psychology,Oliwia_Maciantowicz_6
Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1080/00207284.2019.1653189,Cognitive-Behavioral (CBT) and Psychodynamic (PDT) Group Psychotherapy and Their Impact on Depressive Symptoms and Hostile Attributions,2019-09-10,International Journal of Group Psychotherapy,Oliwia_Maciantowicz_7
Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.1007/s12144-018-0098-y,"Correction to: Is narcissistic anger fueled by neuroticism? The relationship between grandiose and vulnerable narcissism, neuroticism, and trait anger",2018,Current Psychology,Oliwia_Maciantowicz_8
Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.3389/fpsyg.2018.01606,Vulnerable and grandiose narcissism are differentially associated with ability and trait emotional intelligence,2018,Frontiers in Psychology,Oliwia_Maciantowicz_10
Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,https://doi.org/10.3389/fpsyg.2018.02392,Corrigendum: Vulnerable and Grandiose Narcissism Are Differentially Associated With Ability and Trait Emotional Intelligence,2018-11,Frontiers in Psychology,Oliwia_Maciantowicz_11
Aneta Miękisz,https://orcid.org/0000-0003-3837-2291,https://doi.org/10.1007/s10639-021-10559-3,Remote learning among students with and without reading difficulties during the initial stages of the COVID-19 pandemic,2021-11-24,Education and Information Technologies,Aneta_Miękisz_1
Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.3390/ijerph182010684,"Symptoms of Autism, Comorbid Mental Health Conditions and Challenging Behaviors among Toddlers with Down Syndrome at Low Risk for ASD—Characterization Using the BISCUIT—Parts 1–3",2021-10-12,International Journal of Environmental Research and Public Health,Alicja_Magdalena_Niedźwiecka_1
Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1007/s12144-021-01682-y,"Eye contact effect: The role of vagal regulation and reactivity, and self-regulation of attention",2021-04,Current Psychology,Alicja_Magdalena_Niedźwiecka_2
Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1017/s030500092100012x,Silence matters: The role of pauses during dyadic maternal and paternal vocal interactions with preterm and full-term infants,2021-04-14,Journal of Child Language,Alicja_Magdalena_Niedźwiecka_3
Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1016/j.infbeh.2020.101521,Parent-child interaction during the first year of life in infants at elevated likelihood of autism spectrum disorder,2021-02,Infant Behavior and Development,Alicja_Magdalena_Niedźwiecka_4
Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1111/cdep.12361,Look Me in the Eyes: Mechanisms Underlying the Eye Contact Effect,2020-04-27,Child Development Perspectives,Alicja_Magdalena_Niedźwiecka_5
Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1080/17405629.2019.1676715,Sensory processing in toddlers with autism spectrum disorders,2019-10-18,European Journal of Developmental Psychology,Alicja_Magdalena_Niedźwiecka_6
Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.3389/fpsyg.2017.02228,Combining Recurrence Analysis and Automatic Movement Extraction from Video Recordings to Study Behavioral Coupling in Face-to-Face Parent-Child Interactions,2017,Frontiers in Psychology,Alicja_Magdalena_Niedźwiecka_8
Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1016/j.infbeh.2017.04.007,Chaotic home environment is associated with reduced infant processing speed under high task demands,2017-05,Infant Behavior and Development,Alicja_Magdalena_Niedźwiecka_9
Alicja Magdalena Niedźwiecka,https://orcid.org/0000-0002-7485-846X,https://doi.org/10.1111/cdev.12830,Mutual Gaze During Early Mother–Infant Interactions Promotes Attention Control Development,2017-05-16,Child Development,Alicja_Magdalena_Niedźwiecka_10
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.comppsych.2020.152222,Generalized anxiety and depressive symptoms in various age groups during the COVID-19 lockdown in Poland. Specific predictors and differences in symptoms severity,2021,Comprehensive Psychiatry,Tomasz_Sebastian_Oleksy_1
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.jenvp.2021.101600,The way we perceive a place implies who can live there: Essentialisation of place and attitudes towards diversity,2021,Journal of Environmental Psychology,Tomasz_Sebastian_Oleksy_2
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.chb.2021.106938,Prosociality and endorsement of liberty: Communal and individual predictors of attitudes towards surveillance technologies,2021-12,Computers in Human Behavior,Tomasz_Sebastian_Oleksy_3
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.socscimed.2021.114028,Dynamic relationships between different types of conspiracy theories about COVID-19 and protective behaviour: A four-wave panel study in Poland,2021-07,Social Science & Medicine,Tomasz_Sebastian_Oleksy_4
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.paid.2020.110289,Content matters. Different predictors and social consequences of general and government-related conspiracy theories on COVID-19,2021-01,Personality and Individual Differences,Tomasz_Sebastian_Oleksy_5
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1371/journal.pone.0238973,"The acceptance of Covid-19 tracking technologies: The role of perceived threat, lack of control, and ideological beliefs",2020-09-11,PLOS ONE,Tomasz_Sebastian_Oleksy_6
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1371/journal.pone.0233036,Do negative emotions in social advertising really work? Confrontation of classic vs. EEG reaction toward advertising that promotes safe driving,2020-05-15,PLOS ONE,Tomasz_Sebastian_Oleksy_7
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.32872/spb.v14i2.33906, Attitudes towards places associated with communism: The role of place attachment and interest in place history,2019,Social Psychological Bulletin,Tomasz_Sebastian_Oleksy_8
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1007/s12144-019-00310-0,A cognitively-gated place? The role of need for closure in a biased perception of the place’s past,2019,CURRENT PSYCHOLOGY,Tomasz_Sebastian_Oleksy_9
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.jenvp.2019.101318,On the essentialism of places : between conservative and progressive meanings.,2019,Journal of Environmental Psychology,Tomasz_Sebastian_Oleksy_10
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.chb.2017.06.008,Catch them all and increase your place attachment! The role of location-based augmented reality games in changing people - place relations,2017,COMPUTERS IN HUMAN BEHAVIOR,Tomasz_Sebastian_Oleksy_11
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.3389/fnhum.2017.00401,Neural Signatures of Rational and Heuristic Choice Strategies: A Single Trial ERP Analysis,2017,Frontiers in Human Neuroscience,Tomasz_Sebastian_Oleksy_12
Tomasz Sebastian Oleksy,https://orcid.org/0000-0002-3499-9874,https://doi.org/10.1016/j.ijpsycho.2017.04.006.,Patterns of brain and cardiovascular activation while solving rule-discovery and rule-application numeric tasks,2017,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,Tomasz_Sebastian_Oleksy_14
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1371/journal.pone.0255750,Anxious temperament and cyberchondria as mediated by fear of COVID-19 infection: A cross-sectional study,2021,PLoS ONE,Włodzimierz_Oniszczenko_1
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.5114/cipp.2021.106139,The association between BIS/BAS and fear of COVID-19 infection among women,2021,Current Issues in Personality Psychology,Włodzimierz_Oniszczenko_2
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1371/journal.pone.0232725,Affective temperaments and meteoropathy among women: A cross-sectional study,2020,PLoS One,Włodzimierz_Oniszczenko_3
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.5114/cipp.2020.96086,Affective temperaments and procrastination as mediated by emotional reactivity in a nonclinical adult sample,2020,Current Issues in Personality Psychology,Włodzimierz_Oniszczenko_4
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1080/14789949.2020.1799055,Anxious temperament and mood as mediated by insomnia symptoms among male prisoners: a cross-sectional study,2020,Journal of Forensic Psychiatry & Psychology,Włodzimierz_Oniszczenko_5
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.5114/cipp.2020.101186,Meteorosensitivity as a mediator between affective temperaments and insomnia among women,2020,Current Issues in Personality Psychology,Włodzimierz_Oniszczenko_6
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1371/journal.pone.0241817,Personality profiles and meteoropathy intensity: A comparative study between young and older adults,2020,PLoS One,Włodzimierz_Oniszczenko_7
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1080/15402002.2017.1357121,"Affective Temperaments, Mood and Insomnia Symptoms in a Non-Clinical Sample",2019,Behavioral Sleep Medicine,Włodzimierz_Oniszczenko_8
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1007/s40519-018-0617-8,Association between sex and body mass index as mediated by temperament in a nonclinical adult sample,2019,Eating and Weight Disorders,Włodzimierz_Oniszczenko_9
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.5114/cipp.2019.82751,Five-factor personality model versus affective temperaments: a study in a nonclinical Polish sample,2019,Current Issues in Personality Psychology,Włodzimierz_Oniszczenko_10
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1007/s10943-018-0615-1,"Religious fundamentalism, satisfaction with life and posttraumatic stress symptoms intensity in a Polish sample of people living with HIV/AIDS",2019,Journal of Religion and Health,Włodzimierz_Oniszczenko_11
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1007/s10902-017-9925-3,"Satisfaction with life, Big-Five personality traits and posttraumatic growth among people living with HIV",2019,Journal of Happiness Studies,Włodzimierz_Oniszczenko_12
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.13075/ijomeh.1896.01392,"Sex, affective temperaments and information stress",2019,International Journal of Occupational Medicine and Environmental Health,Włodzimierz_Oniszczenko_13
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1016/j.paid.2018.05.016,Mental health and BIS/BAS dimensions in Parkinson's disease and multiple sclerosis patients and in stroke survivors,2018,Personality and Individual Differences,Włodzimierz_Oniszczenko_14
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1080/03630242.2016.1206057,Gender differences in posttraumatic stress symptoms and social support in a sample of HIV-positive individuals,2017,Women & Health,Włodzimierz_Oniszczenko_15
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.14656/pfp20170101,Genetyka zachowania: co wnosi do wiedzy o człowieku?,2017,POLSKIE FORUM PSYCHOLOGICZNE,Włodzimierz_Oniszczenko_16
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.5114/cipp.2017.65847,"Regulative Theory of Temperament versus affective temperaments measured by the Temperament Evaluation of Memphis, Pisa, Paris and San Diego Auto-Questionnaire (TEMPS-A): A study in a non-clinical Polish sample.",2017,Current Issues in Personality Psychology,Włodzimierz_Oniszczenko_17
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1007/s10865-017-9861-z,"Social support, stress coping strategies, resilience and posttraumatic growth in a Polish sample of HIV+ individuals: results of a one year longitudinal study",2017,Journal of Behavioral Medicine,Włodzimierz_Oniszczenko_18
Włodzimierz Oniszczenko,https://orcid.org/0000-0003-4442-9186,https://doi.org/10.1080/13548506.2017.1280174,"Stress coping strategies, spirituality, social support and posttraumatic growth in a Polish sample of rheumatoid arthritis patients",2017,"Psychology, Health and Medicine",Włodzimierz_Oniszczenko_19
Albertyna Wanda Osińska,https://orcid.org/0000-0002-2174-9729,https://doi.org/10.5334/gjgl.413,Case/agreement matching: Evidence for a cognitive bias,2018-08-20,Glossa: a journal of general linguistics,Albertyna_Wanda_Osińska_1
Jerzy Tomasz Osiński,https://orcid.org/0000-0001-9612-6799,https://doi.org/10.1002/bdm.2227,Social discounting: The effects of manipulating construal level and distance to socially closer person,2021-01-19,Journal of Behavioral Decision Making,Jerzy_Tomasz_Osiński_1
Jerzy Tomasz Osiński,https://orcid.org/0000-0001-9612-6799,https://doi.org/10.1561/105.00000114,"Social Discounting: Preference
Reversals and Links with Temporal
Discounting",2020-03-25,Review of Behavioral Economics,Jerzy_Tomasz_Osiński_2
Jerzy Tomasz Osiński,https://orcid.org/0000-0001-9612-6799,https://doi.org/10.1371/journal.pone.0170387,Delaying rewards has greater effect on altruism when the beneficiary is socially distant,2017,PLoS ONE,Jerzy_Tomasz_Osiński_4
Jerzy Tomasz Osiński,https://orcid.org/0000-0001-9612-6799,https://doi.org/10.1515/ppb-2017-0049,The relationship between self-control and altruism in the light of discounting literature,2017,Polish Psychological Bulletin,Jerzy_Tomasz_Osiński_5
Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1080/20008198.2021.1940760,"COVID-19 Unmasked Global Collaboration Protocol: longitudinal cohort study examining mental health of young children and caregivers during the pandemic,COVID-19 Unmasked全球合作协议:考查疫情期间幼儿和看护人心理健康的纵向队列研究,Protocolo de colaboración global COVID-19 desenmascarado: estudio de cohorte longitudinal que examina la salud mental de niños pequeños y cuidadores durante la pandemia",2021,European Journal of Psychotraumatology,Ewa_Agnieszka_Pisula_1
Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1016/j.rasd.2020.101716,Friendship understanding in males and females on the autism spectrum and their typically developing peers,2021,Research in Autism Spectrum Disorders,Ewa_Agnieszka_Pisula_2
Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1108/amhid-02-2021-0010,Impressions about people with intellectual disability of polish high school students who participated in a workshop led by self-advocates,2021,Advances in Mental Health and Intellectual Disabilities,Ewa_Agnieszka_Pisula_3
Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.1017/s0033291721005420,Pandemic trajectories of depressive and anxiety symptoms and their predictors: Five-wave study during the COVID-19 pandemic in Poland,2021,Psychological Medicine,Ewa_Agnieszka_Pisula_4
Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.17583/qre.2021.6063,Self-advocates with intellectual disability about their work as social educators - a qualitative Polish study,2021,Qualitative Research in Education,Ewa_Agnieszka_Pisula_5
Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.3390/ijerph182010684,"Symptoms of autism, comorbid mental health conditions and challenging behaviors among toddlers with down syndrome at low risk for asd—characterization using the biscuit—parts 1–3",2021,International Journal of Environmental Research and Public Health,Ewa_Agnieszka_Pisula_6
Ewa Agnieszka Pisula,https://orcid.org/0000-0002-7458-5043,https://doi.org/10.3389/fpsyt.2021.614361,"The Role of Illness-Related Beliefs in Depressive, Anxiety, and Anger Symptoms: An On-line Survey in Women With Hypothyroidism",2021,Frontiers in Psychiatry,Ewa_Agnieszka_Pisula_7
