file,pattern,snippet
10-1080_13670050-2015-1051944.pdf,Union,"Acknowledgements
Many thanks to Jakub Szewczyk and Piotr Rycielski for consulting our statistical analyses and
to Marta Marecka and Zbigniew Moz ̇ejko for their valid comments. We would like to thank our
anonymous reviewers for suggesting improvements to the earlier version of this paper. Disclosure statement
No potential con ﬂict of interest was reported by the authors. Supplemental data
Supplemental data for this article can be accessed at 10.1080/13670050.2015.1051944 . Note
1. CEFR ( 2001)–theCommon European Framework of Reference for Languages: Learning,
teaching, assessment is a scale used across the European Union to provide a coherent basis
for curriculum development, designing teaching materials, and assessing foreign language
proﬁciency. The CEFR describes foreign language pro ﬁciency at six levels: A1 and A2, B1
and B2, C1 and C2 (from beginner to pro ﬁcient, respectively). References
Abramson, L. Y ., M. E. Seligman, and J. D. Teasdale. 1978. “Learned Helplessness in Humans:
Critique and Reformulation. ”Journal of Abnormal Psychology 87 (1): 49 –74."
10-1080_13670050-2016-1179259.pdf,Union,"However, the groups did not differ on Total
Vocabulary measures. In the bilingual sample, there were signi ﬁcant
correlations between children ’s frequency of language use and their
vocabulary scores in the same language. A negative correlation betweenchildren ’s frequency of English use and their Polish vocabulary scores
was found. A complex pattern of factors relating to children ’s low
performance in Polish emerged. Hierarchical multiple regressionanalyses showed that low birth weight, parental concern about
language, maternal educational level as well as maternal frequency of
Polish and English use contributed to explaining children ’s Polish
vocabulary scores. Overall, results indicated the need for early additionalsupport of the ﬁrst language (L1) if long-term balanced bilingualism is to
be attained.ARTICLE HISTORY
Received 6 May 2015
Accepted 6 March 2016
KEYWORDS
Bilingual vocabulary; CDI;immigration; Polish; English
Introduction
New Polish migration within the European Union: a natural experiment in early
bilingualism
Following the European Union ’s 2004 accession treaty, the UK, Ireland and Sweden opened up their
labour markets to Polish citizens without a transition period, unlike other member states. As a result,
the main ﬂow of Polish emigration concentrated in these three countries and especially in the UK,
which offered the largest labour possibilities. In 2011, about 611,000 long-term temporary immi-
grants were living in the UK, with most of them staying there for at least a year (Okólski and Salt
2014 ). The Polish immigrant population in the UK is young (20 –34 years) and well educated, with
most individuals coming from urban areas (Okólski and Salt 2014 ). Polish immigrants are usually
employed in lower skilled jobs, but usually show a tendency to proceed to better ones. Over two-
© 2016 Informa UK Limited, trading as Taylor & Francis GroupCONTACT Aneta Mię kisz amiekisz@psych.uw.edu.plINTERNATIONAL JOURNAL OF BILINGUAL EDUCATION AND BILINGUALISM, 2016
http://dx.doi.org/10.1080/13670050.2016.1179259
Downloaded by [University of Nebraska, Lincoln] at 21:21 23 May 2016 
thirds declare good command of English, with just 3% not knowing the language (Okólski and Salt
2014 )."
10-1080_13670050-2016-1179259.pdf,Union,"During the ﬁrst three years of life, language exposure
of these children is dominated by the languages spoken at home. Particularly at this age, the familymay be the only source of Polish exposure since most complementary schools enrol children from the
age of 5. On the other hand, regular contact with English during these early years may be limited tooverhearing or learning it from bilingual parents in an erratic fashion that involves substantial
language mixing. The latter may hinder children ’s vocabulary development (Byers-Heinlein and
Werker 2013 ). In this paper, we examine not only the expressive vocabularies of Polish immigrant children (in
Polish and English) but also their exposure to Polish and English before the age of three years to
assess its impact on vocabulary. The case of Polish –English immigrant children living in the UK
and Ireland might serve as an example of a more general immigration trend in the European
Union that is leading to a situation whereby many children are raised bilingually with different
languages spoken at home and in the wider society. Specifying early bilingualism in Polish immigrant children
Even though the population of new Polish immigrants is large and growing (ONS 2014 ), little is
known about Polish language acquisition for children raised in these circumstances. In particular,it is not clear what the exact language status of this group is. Is language acquisition bilingualfrom birth, and can it be considered as Bilingual First Language Acquisition (BFLA) (De Houwer
2009 ), even though exposure to family and ambient languages is probably highly unbalanced? De
Houwer ( 2009 ) lists three learning contexts for the acquisition of language before the age of six:
Monolingual, BFLA (regular input in both languages from birth) and Early Second Language(regular input in the second language (L2) from the age of 18 to 48 months). By ‘regular input ’,D e
Houwer ( 2009 ) means ‘daily or almost daily contact with a language through interaction or overhear-
ing a language ’(4)."
10-1080_13670050-2018-1434124.pdf,Union,"Although several studies on bilingual narratives used story retelling as the eli-
citation method (e.g. Altman et al. 2016 ; Bohnacker 2016 ; Rodina 2016 ), they did not compare narra-
tives elicited with and without a prior model, especially with regard to both the macrostructure and
microstructure of narratives. Our large-scale study aims to fill this gap by investigating the effects for
story retellings in the two languages of bilinguals in the previously unstudied language combination
of Polish and English. The current study
Although narrative production in Polish monolinguals is well-researched (Bokus 1991 ,2004 ; Shugar,
Bokus, and Smogorzewska 2013 ), so far, there have been no studies examining the development of
narrative abilities involving Polish-speaking bilingual children. This is due to the fact that widespread
child bilingualism with Polish is a relatively new phenomenon connected with migration events that
took place after Poland joined the European Union in 2004 (Haman et al. 2014 ). The Polish community
in the UK has now reached one million, and each year c.a. 25,000 children are born to UK resident
Polish families (ONS, Office for National Statistics 2014 ). The research on various aspects of language
development of Polish-speaking bilingual children is relatively new (e.g. Tamburelli et al."
10-1080_1369183x-2021-1932444.pdf,Union,"Botterill, K., and K. Burrell. 2019 .“(In)Visibility, Privilege and the Performance of Whiteness in
Brexit Britain: Polish Migrants in Britain’ s Shifting Migration Regime. ”Environment and
Planning C: Politics and Space 37 (1): 23 –28. doi:10.1177/0263774X18811923e . Botterill, K., and J. Hancock. 2018 .“Rescaling Belonging in “Brexit Britain ”: Spatial Identities and
Practices of Polish Nationals in Scotland After the UK Referendum on European Union
Membership. ”Population, Space and Place, Special Issue: Negotiating Brexit: Migrant
Specialities and Identities in a Changing Europe 25 (1): 1 –11. doi:10.1002/psp.2217 . Capdevila, R., and J. E. M. Callaghan. 2008 .“‘It’s not Racist. It ’s Common Sense ’."
10-1080_1369183x-2021-1932444.pdf,Union,"”Journal of Social Policy 41 (2): 329 –347. Crowley, J. 1999 .“The Politics of Belonging: Some Theoretical Considerations. ”InThe Politics of
Belonging: Migrants and Minorities in Contemporary Europe , edited by A. Geddes, and A. Favell,
15–41. Aldershot: Ashgate. Cummings, R. 2020 .“Ain’t no Black in the (Brexit) Union Jack? Race and Empire in the era of
Brexit and the Windrush Scandal. ”Journal of Postcolonial Writing 56 (5): 593 –606. doi:10. 1080/17449855.2020.1815972 . D’Angelo, A., and L. Ryan."
10-1080_1369183x-2021-1932444.pdf,Union,"Fox, J. E., and M. Mogilnicka. 2018 .“Pathological Integration, or, how East Europeans use Racism
to Become British. ”The British Journal of Sociology 70 (1): 5 –23. Galasi ńska, A., and O. Koz łowska. 2009 .“Discourses on a ‘Normal Life ’among Post-Accession
Migrants from Poland and Britain. ”InAfter 2004: Polish Migration to the UK in the ‘New ’
European Union , edited by K. Burrell, 87– 105. Aldershot: Ashgate. Gawlewicz, A., and T. Sotkasiira. 2020 .“Revisiting Geographies of Temporalities: The Signi ﬁcance
of Time in Migrant Responses to Brexit. ”Population, Space and Place 26 (1): 1 –9. doi:10.1002/
psp.2275."
10-1080_1369183x-2021-1932444.pdf,Union,"Gibson, S., M. Crossland, and J. Hamilton. 2018 .“Social Citizenship and Immigration:
Employment, Welfare, and E ﬀortfulness in Online Discourse Concerning Migration to the
United Kingdom. ”Qualitative Psychology 5 (1): 99 –116. Guma, T., and R. Dafydd Jones. 2019 .“Where Are We Going to Go Now? ’European Union
Migrants ’Experiences of Hostility, Anxiety, and (Non-)Belonging During Brexit. ”
Population, Space and Place 25 (1): 1 –10. doi: 10.1002/psp.2198 .JOURNAL OF ETHNIC AND MIGRATION STUDIES 15Hampshire, J. 2005 .Citizenship and Belonging: Immigration and the Politics of Demographic
Governance in Postwar Britain . Basingstoke: Palgrave. Jones, H., Y. Gunaratnam, S. Dhaliwal, W. Davies, E. Jackson, G. Bhattacharyya, R. Saltus, and K.
Forkert."
10-1080_1369183x-2021-1932444.pdf,Union,"2008 .“Multiple Identities, Migration and Belonging: ‘Voices of
Migrants ’.”InIdentity Trouble , edited by C. R. Caldas-Coulthard, and R. Iedema, 95– 119. London: Palgrave Macmillan. Malkki, L. H. 1995 .“Refugees and Exile: From “Refugee Studies ”to the National Order of Things. ”
Annual Review of Anthropology 24 (1): 495 –523. Mawby, R. C., and W. Gisby. 2009 .“Crime, Media and Moral Panic in an Expanding European
Union. ”The Howard Journal of Criminal Justice 48 (1): 37 –51. McCullum, D., and A. Findlay. 2015 .“‘Flexible’ Workers for‘Flexible’ Jobs? The Labour Market
Function of A8 Migrant Labour in the UK. ”Work, Employment and Society 29 (3): 427 –443."
10-1080_13803395-2017-1301392.pdf,NGO,"Neurotoxicology ,17(3), 793 –802. Bowler, R. M., Kornblith, E., Gocheva, V., Colledge, M.,
Bollweg, G., Kim, Y., . . . Lobdell, D. T. ( 2015 ). Environmental exposure to manganese in air:
Associations with cognitive functions. Neurotoxicology ,
49(139 –148), 139 –148. doi: 10.1016/j.neuro.2015.06.004
Bowler, R. M., Ngo, L., Hartney, C., Lloyd, K., Tager, I.,
Midtling, J., & Huel, G. ( 1997 ). Epidemiological health
study of a town exposed to chemicals. Environmental
Research ,72(2), 93 –108. doi: 10.1006/enrs.1996.3721
Chang, Y., Song, H. J., Lee, J. J., Seo, J. H., Kim, J. H., Lee, H.
J., . . . Jung, D. K. ( 2010 ). Neuroplastic changes within the
brains of manganese-exposed welders: Recruiting addi-
tional neural resources for successful motor performance."
10-1080_13803395-2018-1441379.pdf,Organiz,"Patients were encouraged
to share their memory problems and coping methods
as well as to express their preferences and positive or
negative attitudes toward different strategies. Their
individual needs were emphasized. The IT cognitive training sessions, which were each
run by a single psychologist (M.L., S.I., or J.S-H),
taught patients the same internal memory strategies
as those that were taught to the GT group. However,
the memory exercises were mostly provided by
employing professional computer software for cogni-
tive rehabilitation (Rehacom, Hasomed GmbH,
Magdeburg, Germany and Cogniplus, Schuhfried
GmbH, Moedling, Austria). Participants were encour-
aged to use memory strategies in exercises with diffi-
culty levels adjusted by the therapist according to each
participant ’s capability. The order and pace in which
different strategies were introduced and practiced were
determined by the therapist, but the general rule was to
start with basic and simple strategies, such as organiz-
ing information, followed by more advanced techni-
ques. All memory exercises were actively supervised by
the therapist. In addition, memory exercises were inter-
spersed with computerized attention training. This for-
mat is frequently used in individual cognitive
rehabilitation. Table 2 shows the content of the ITTable 1. Demographic and clinical characteristics of the patients who underwent group, individual, and no therapy and their
cognitive measures results at admission."
10-1080_14790718-2020-1811710.pdf,Union,"Method
Participants
The participants were 49 Polish undergraduate (BA-level) students of Italian (M age= 21.65,
SD = 1.70, range = 19-26; 41 females), who volunteered to take part in the study. One
person who was a Polish-Italian bilingual was excluded from the initial sample. Twenty-two participants were in their ﬁrst year, 14 were in the second year, and 13 were in the
third year of an undergraduate programme in Italian studies at one of the universities
in Warsaw, Poland. As the study took place at the end of spring term, at the time ofINTERNATIONAL JOURN AL OF MULTILINGUALISM 7data collection even the ﬁrst year students had already gone through at least seven
months of intensive courses in Italian as a foreign language. During their 1st year, students
received 10 h of Italian tuition a week, in year two, the 10-hour weekly tuition was com-plemented by the majority of lectures being delivered in Italian, and in year three, there
were seven hours of Italian language courses a week and all the lectures were delivered
in Italian (see the Results section for pro ﬁciency scores in L3 Italian and L2 English). Due to the language policy in Poland (and in the European Union), at the university
level it would be impossible to ﬁnd a sample that does not know any other languages
apart from Polish and English. Since knowledge of other languages might be a confound
in the study, in the background questionnaire we asked the participants to enumerate andself-rate their language knowledge on a A1-C2 CEFR scale (beginner-pro ﬁcient). Forty-
eight participants declared intermediate to advanced knowledge (i.e. B1 –C1) of
English as the L2. They also reported having learned German (12 students), French (6),Korean (1), Spanish (8), Portuguese (2), Russian (6), Swedish (1), Latin (1) and Greek (1). In the vast majority of cases, self-reported knowledge of languages other than English
and Italian ranged from A1 to B1."
10-1080_15298868-2016-1216008.pdf,Union,"Commitments were usually made for prolonged 
periods of time, or for an entire lifetime, as many people worked in one occupation, or even in one company, all their lives. Marital commitments also used to be relatively stable. In 
contrast, today we witness deregulation of life course with both exploration and commitment 
occurring at different stages of people’s lives. Researchers have observed significant social developments and new phenomena, such as rapid technological progress and novel forms of interpersonal relations, which disrupt the normative structure of the life cycle in Western 
societies (see Trempała, 2004; Wrosch & Freund, 2001). Now, people often retrain and change 
jobs multiple times. Similar volatility characterizes other traditional domains of identity, such 
as marriage or civil union, religion, and ideology (e.g., Brown et al., 2002; Pinquart & 
Silbereisen, 2005 ). To sum it up, while exploration has always entailed evaluation of different 
options, today commitment appears to be much less stable than in 1966, when Marcia 
introduced that construct to psychology. In our opinion, both exploration and commitment 
require redefining in light of current knowledge and social circumstances. The personality aspect of Marcia’s categories
The other problem is the position of exploration and commitment in contemporary psycho -
logical knowledge, especially in the context of psychology of personality and individual differences. This issue is present both in theoretical works and empirical studies concerning identity formation (Clancy & Dollinger, 1993; Dollinger & Clancy Dollinger, 1997; Lilgendahl, 
2015; Luyckx et al., 2014). Furthermore, it should be noted that identity formation constructs 
are now quite frequently interpreted in terms of personality dimensions."
10-1080_15298868-2018-1483964.pdf,Union,"In the literature, there are examples of research on identity-personality relations conducted in the person-centered approach (Luyckx et al., 2014). However, three personality types (resilient, under-control, 
over-control) were compared on the identity formation processes development. The results 
of our research are limited to general tendencies and are the first step in looking for person-ality underpinnings of systematically defined identity formation modes in CIFM. In future, it would be worthwhile in considering the relationships with emphasis on interindividual differences in line with the person-centered approach. Disclosure statement
No potential conflict of interest was reported by the authors. Funding
This work was supported by the Erasmus+  Programme of the European Union, strategic partner -
ship project Innovative Curriculum for Strong Identities in Diverse Europe (INSIDE) [grant num-
ber 2016-1-LT01-KA203-023220]; the National Science Centre, Poland [grant number 2014/14/M/
HS6/00919].18   E. TOPOLEWSKA-SIEDZIK ET AL. ORCID
Ewa Topolewska-Siedzik   http://orcid.org/0000-0001-8224-7469
Jan Cieciuch   http://orcid.org/0000-0002-2291-8301
References
Berzonsky, M. D. (1989). Identity style: Conceptualization and measurement. Journal of Adolescent 
Research, 4, 268–282. doi:10.1177/074355488943002
Berzonsky, M. D., & Sullivan, C. (1992). Social-cognitive aspects of identity style: Need for cognition, 
experiential openness, and introspection."
10-1080_15377857-2018-1447754.pdf,Fund,"In other words, they should be “alike” to some considerable degree. Such a similarity may be defined in a number of different ways. Negative 
events may be similar because their effects may afflict only a particular group 
of citizens; still, for the most part of it, they are negligible and unrelated. Therefore, they are similar but in their internal and motivational impact. So, similar are the experiences that such events entail (experiential simi
-
larity). For example, such negative events such as the gradual dissolution of the Agricultural Social Insurance Fund (ASIF) and limited tax relief for fam
-
ilies with one child both concern farmers who have one child, so they are likely to engage them and be considered consistent, mainly due to their equally undesirable nature.Similarity may also be established at the level of 
a problem or area that the negative events concern (issue similarity). Take, 
for example, the issue of changes in the tax system, such as the simultaneous 
abolition of the tax relief on Internet charges and of the family tax 
concessions. Should this be the case, the similarity is rather external and 
content-oriented. Thus, the way in which negative events come together results mainly 
from the manner of their perception by voters. The focus on voters or citizens 
is, however, at the heart of market orientation in political marketing. Kotler and Kotler ( 1999
) observe that to be successful candidates have to under -
stand their markets—that is, the voters and their basic needs and aspirations—and the constituencies that the candidates represent or seek 
to represent."
10-1080_15377857-2018-1447754.pdf,Fund,"A questionnaire was used in which the respondents (subjects) answered a 
series of questions concerning voting behaviors and the perception of the 
economic situation in the country against their own financial situation. The 
closing part of the questionnaire inquired about the support (in a 10-degree 
scale, where 1—“strongly disagree” and 10—“strongly agree”) for the seven 
economic reforms discussed above which were intended to defuse the loom
-
ing crisis and forced citizens to “tighten the belt.” They were announced in the Prime Minister Donald Tusk’s policy statement on 18 November 2011. The analysis of the content of individual reforms reveals their following 
properties. Reforms one, five and seven affect all voters, while each of the other four is targeted at specific professional groups. Reform two concerns 
farmers, reform three journalists, actors and musicians, reform four the clergy 
and reform six uniformed services. The subjects were divided into three voters’ segments by attitude to the 
government: voters supporting the government ( n 92), 
chiefly made up of 
the supporters of the Civic Platform and—to a lesser extent–of the Polish Peasants’ Party, voters supporting the opposition (n 68) and independent TABLE 2 Unpopular Economic Reforms Announced by Polish Prime Minister Donald Tusk 
R1: Increasing and levelling the retirement age for men and women to 67 years 
R2: Changes in the insurance system for farmers and the gradual elimination of ASIF 
(Agricultural Social Insurance Fund) 
R3: Abolition of tax relief for top-earning journalists, actors and musicians 
R4: Inclusion of the clergy into the public pension system (social security) 
R5: Abolition of tax relief for internet charges 
R6: Raising the retirement age for uniformed services R7: Limiting tax relief for families with one child with the income of less than Polish zloty 
(PLN) 85,000  128 W. Cwalina and A. Falkowski voters declaring no support for any political group (n 75). The presented 
analysis omits to include the results for the last group. The results of the research on the degree of belief in each of the reforms 
among the surveyed segments of voters were transformed in such a way as to 
allow for multidimensional scaling (MDS) to draw up a mental preference 
map (Shepard 1961; Wilkes 1977). With this end in view, all possible pairs 
of the seven reforms were put together, whereby in each pair, the reforms were supported to a varying degree. It can therefore be assumed that that 
reform was endorsed in a given pair whose degree of support was greater. By contrast, the difference in the degree of support for the reforms in each 
pair determined the strength of preference for the chosen reform in the pair."
10-1080_15377857-2018-1447754.pdf,Fund,"There are three groups of reforms emerging among the progovernment and opposition voters that 
lend themselves to packaging: (1) R4 and R6, (2) R2 and R3, and (3) R1, 
R5, and R7. It is therefore necessary to perform an additional analysis to con
-
firm the accuracy of such packaging of reforms against the concept of mental cohesion of negative events. FIGURE 1 The mental preference map of voters supporting the government. 1. Increasing 
and levelling the retirement age for men and women to 67 years; 2. Changes in the insurance 
system for farmers and the gradual elimination of ASIF (Agricultural Social Insurance Fund); 
3. Abolition of tax relief for top-earning journalists, actors and musicians; 4. Inclusion of the clergy into the public pension system (Social Security); 5. Abolition of tax relief for Internet 
charges; 6. Raising the retirement age for uniformed services; 7. Limiting tax relief for families 
with one child with the income of less than PLN 85,000."
10-1080_15377857-2018-1447754.pdf,Fund,"The results show that the reforms are bundled together in the mental 
map of progovernment voters and opposition voters are consistent with 
one another. The correlation coefficients between the corresponding reforms 
are statistically significant. The next step is to check the internal consistency of the groups of 
reforms that directly affect progovernment and opposition voters. These 
are reforms R1, R5, and R7: they make up a separate group in voters’ minds (Figures 1 and 2). Table 4 shows the results of correlation for the support for 
these reforms. TABLE 3 Correlation Coefficients between Corresponding Reforms in Two Groups: R4–R6 
and R2–R3  
Progovernment voters Opposition voters  
R4: Inclusion of the clergy to the public 
pension system (social security) 0.40, p D0.001 0.42, p D0.001 
R6: Raising the retirement age for 
uniformed service personnel 
R2: Changes in the insurance system for 
farmers and the gradual elimination of 
ASIF (Agricultural Social Insurance 
Fund)  0.33, p D0.01  0.42, p D0.001 
R3: The abolition of tax relief for top earners 
journalists, actors and musicians  
TABLE 4 Correlation Coefficients between Reforms: R1, R5, and R7  
Progovernment voters Opposition voters  
R1: Increasing and equalizing the retirement 
age for men and women to 67 years 0.42, p D0.01 0.42, p D0.01 
R5: Ending of tax relief for the internet 
R1: Increasing and equalizing the retirement 
age for men and women to 67 years  0.31, p D0.01  0.02, p 0.88 
R7: Limit tax relief for families for families 
with one child, whose income does not 
exceed 85,000 PLN 
R5: Ending of tax relief for the internet 0.48, p D0.01 0.15, p 0.22 
R7: Limit tax relief for families for families 
with one child, whose income does not exceed 85,000 PLN  Crisis Management 133 It appeared that reforms R1, R5, and R7 should not always be bundled in 
one package. Their bundling can be effective in a persuasive message 
targeted at progovernment voters because all the correlations between these reforms are statistically significant. However, in the case of opposition voters, 
only reforms R1 and R5 are correlated. Consequently, in a persuasive 
message to this segment, only these two reforms should be grouped together 
to ensure the effect resulting from the combination of negative events 
according to the prospect theory. CLOSING REMARKS 
The research on the creation of persuasive messages conveying negative 
information extend the psychological prospect theory, according to which 
smaller losses are suffered when negative events are presented together 
rather than separately. The principle of integrating losses applied in the 
control of economic behavior actually influences the feeling of a smaller loss, however, applies directly to finance where financial loss can be measured 
objectively (Thaler and Johnson 1990; Thaler 1999)."
10-1080_15377857-2019-1678912.pdf,Union,"In the first group, the party was described as a
“new left-wing party ”, in the second as a “new right-wing party, ”and in
the control group, the party orientation was not defined but merely364 A. Falkowski and W. Cwalinareferred to as new. In all the groups, the respondents were shown exactly
the same proposals. Some of the promises were as follows:
We are going to reduce drug prices significantly; there will be more reim-
bursed drugs
A strong family is based on traditional values, thus tax reliefs should be
granted to young parents
We will introduce two tax rates: 18 and 32 percent. The fruits of eco-
nomic growth should be fairly shared
We will amend telecommunications law to lower the prices of telecom-
munications services and increase their availability
We will stand against the discrimination of minorities, both religious
and sexual. All Polish citizens should have the same right to work. We will revise and simplify the rules of running a business also to make
them more transparent; we will offer incentives to start a new business
We will oppose the diminishing sovereignty of Poland in the European
Union. We will strive to ensure that Poland be treated as an equal part-
ner to other EU member states
Immediately after learning about the party proposals, the subjects
were asked to evaluate it at the cognitive, image, emotional and behaviorallevel. First, they made their cognitive evaluation based on the following 7-point adjective scales: professional - amateur, open to the world - provin-cial, unfair - honest, reliable - unbelievable, effective - ineffective, attractive
- unattractive, unserious - serious, peaceful - rebellious, aggressive - mild,
strong - weak, passive - active, conventional - unconventional, hostile -friendly. Next, they defined their emotional attitude or affect to the partyon the 101-point scale feeling thermometer. Point 0 was extremely negativefeelings, 100 extremely positive. However, with regard to the behavioral
evaluation, the subjects declared their intention to vote for the party on a
5-point scale, where 1 is “no support in elections ”and 5 “full support
in elections ”."
10-1080_15387216-2019-1574434.pdf,Union,"Finally, the Ukrainian national movement drew from the example
of the Polish national movement and its methods of ﬁghting for state inde-
pendence (Snyder 2003 ). When Galicia and Volynia became part of indepen-
dent Poland after 1918, the assimilation policy of the Polish government only
strengthened nationalistic feelings among the Ukrainian population. Diﬀerent developments took place in the territories of Central and Eastern
Ukraine. The lands to the left of the Dnipro were subject to a much longer
period of Russi ﬁcation than territories located on the right bank, the latter2 M. LEWICKA AND B. IWA ŃCZAKbeing for 200 years a part of the Polish Republic and Polish-Lithuanian
Commonwealth. Central Ukraine was the cradle of the Kievan Rus until the
twelfth century and of the Cossack ’s state in the seventeenth century, whereas
the eastern and southern lands and Crimea ( “New Russia ”) were not ethnically
Ukrainian. In contrast to Western Ukraine, in the territories annexed to Russia
and later the Soviet Union, the Ukrainian language was considered a Russian
dialect and was banned as a literary language. Russian literature and culture
were held in high esteem and were considered more sophisticated than the
“peasant ”Ukrainian folk culture. Whereas in Western Ukraine, the Polish-
Ukrainian con ﬂict was prominent, in the central and eastern parts awareness
of the con ﬂict between the dominated (Ukrainian) and the dominant (Russian),
ethnic groups was less pronounced. Dissemination of information was weaker. Whereas in Galicia, there were 52 Ukrainian journals, there were only 17
Ukrainian titles in Central and Eastern Ukraine (Hroch 2003 ). General illiteracy
(90% of the Ukrainian population was illiterate) and forced resettlement of
people in the Soviet period, contributed to weaker social ties and thus less
group integrity (Brown 2005 )."
10-1080_15387216-2019-1574434.pdf,Union,"It is obvious that the
similarities between the regions and between the di ﬀerent time periods within
Ukraine are greater than the di ﬀerences. The major limitation of the data presented here is the simplicity of the
employed identity measure used as the basis of analyses. Since we tried to
cover as many identi ﬁcations as possible, the best solution was to use a simple
list with one item per one identity target. Nevertheless, the identity scale has
not covered all targets that could be relevant in the studied area. For example,
we have not included Soviet identity, assuming that it is probably strongly
correlated with Russian identity on one hand and with the East-Slavic identity,
on the other. Given the 25 years that have passed since the dissolution of the
Soviet Union, it seemed plausible that the Soviet identity has lost its attraction
to the majority of the population and was replaced by other transnational
identi ﬁcations, such as the mythical East-Slavic community. The existent sur-
veys indeed show that the Soviet identity nowadays is typically found mostly
in the older population and is relatively low even in the easternmost regions of
the country, amounting to only several percent (4.3% in the east/south and
2.4% in Donbas according to the 2014 study cited by Kulyk 2016 ). Somewhat
higher scores were found in a survey carried out by Rejting (August 2018), with
11% in the south and 13% in Donbas. These di ﬀerences may be attributed to
various reasons, one being the lack of “Russian ”identi ﬁcation as a choice in
this 2018 study (the “Soviet ”identity could therefore incorporate both the
Russian and Soviet identi ﬁcations). On the other hand, the permanence of the
historical mental divisions on the territory of Ukraine (Katchanovski 2006 ,2014 )
makes one wonder whether future studies should not also include the Soviet
identi ﬁcation and its relationship to the other identi ﬁcations into the list of
identity targets. More attention should also be paid to the content and internal
structure of the national identity itself, its ethnic vs. civic or its “patriotic ”vs."
10-1080_16066359-2019-1642332.pdf,Fund,"The indices are calculated by summing up the responses
to particular items, whereas the scores for the two maincomponents of HRQoL are obtained by summing up the
scores on relevant subscales. In the current study, only the
results for the main components of HRQoL were analyzed
and presented. Cronbach ’s alpha coefficient was .88 for the
physical HRQoL and .90 for the mental HRQoL. Procedure
The project gained the approval of the institutional research
ethics committee. The study was conducted at the day care
wards of 11 alcohol addiction treatment centers and at 3
inpatient alcohol detox centers in southern Poland. All the cen-
ters involved in the study were public, so the treatment costs
for every patient were covered by the national health fund. Patients in day care wards participated in group out-
patient therapy lasting 5 –7 h per day, five times a week
(from Monday to Friday), for 6 –8 weeks, depending on the
center. They also attended individual therapy sessions. All
the centers were secular and used a similar abstinence-
focused protocol, based on integral therapy, combining ele-
ments of the Minnesota model, cognitive-behavioral therapy,
social learning theory, motivational therapy, and AA experi-ences (Teeson et al. 2011 ). During therapeutic sessions, there
were no interventions directly targeted at forgiveness
or gratitude."
10-1080_17405904-2016-1250650.pdf,Union,"The data come from
10 interviews with survivors of suicidal death of their fathers. Taking a constructionist view of discourse, we aim to analyse sons’
and daughters ’narratives in the context of two conflicting
discourses of (positive) fatherhood and (negative) suicide. We
shall show how they use the discursive strategies of distancing in
the narratives about fathers ’suicide as a means of coping with
the two conflicting discourses. And so, first, they avoid labellingthe act as suicide, second, they avoid direct reference to the
fact that it was their father who completed the act, third, theydilute the father ’s responsibility for the act.ARTICLE HISTORY
Received 3 December 2015
Accepted 27 May 2016
KEYWORDS
Suicide survivors; parentalsuicide; father; masculinity;
mental health; discourse
analysis
Background
According to the World Health Organization over 800,000 people complete1suicide every
year (1.8% of total mortality) and it is estimated that 1.5 million of people will die by suicide
in 2020. Poland ranks 4th highest European country for male suicide (16th of 172 countriesall over the world). The suicide rate among men in Poland is 68% higher than the average
rate in European Union countries (Wojtyniak, Gory ński, & Moskalewicz, 2012 ). The male/
female ratio of suicides is approximately 7.5:1 and it is on the rise. Potential fathers,
men aged 25– 65 complete well over half of all suicides. Each of these suicide deaths
will affect at least 6 (Shneidman, 1969 ) to 10 (Jordan & McMenamy, 2004 ) or even 20
people (Berman, 2011 ). A significant part of those affected are children survivors of par-
ental suicide deaths. In our article we aim to discuss their discursively constructed percep-
tions of their deceased fathers."
